Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200301,S92000003,Male,"",65 to 74,"",0,0,0,0,0,0,42,15.1734652220564
20200301,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,7,4.73824576603896
20200301,S92000003,Male,"",85plus,"",0,0,0,0,0,0,2,4.45503753369122
20200301,S92000003,Male,"",Total,d,1,2,0.0751031823846988,0,0,0,496,18.6255892314053
20200301,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,22,7.80258052617766
20200301,S92000003,Total,d,20 to 24,"",0,0,0,0,0,0,79,22.7366918401179
20200301,S92000003,Total,d,25 to 44,"",0,0,0,0,0,0,297,20.8615467607707
20200301,S92000003,Total,d,45 to 64,"",1,2,0.133300985627488,0,0,0,309,20.5950022794469
20200301,S92000003,Total,d,65 to 74,"",1,1,0.172920629431091,0,0,0,78,13.4878090956251
20200301,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,14,4.13274372856139
20200301,S92000003,Total,d,85plus,"",0,0,0,0,0,0,6,4.7211752578942
20200301,S92000003,Total,d,Total,d,2,3,0.0549118664543408,0,0,0,942,17.242326066663
20200302,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,14,10.1606839591831
20200302,S92000003,Female,"",20 to 24,"",0,0,0,0,0,0,56,32.6740183207888
20200302,S92000003,Female,"",25 to 44,"",0,0,0,0,0,0,162,22.485072410261
20200302,S92000003,Female,"",45 to 64,"",0,0,0,0,0,0,176,22.7394587750409
20200302,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,47,15.5886713476904
20200302,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,11,5.75843873021191
20200302,S92000003,Female,"",85plus,"",0,0,0,0,0,0,7,8.51643672287515
20200302,S92000003,Female,"",Total,d,0,1,0.0357104978507637,0,0,0,554,19.7836158093231
20200302,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,13,9.01700746330772
20200302,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,32,18.1750025558597
20200302,S92000003,Male,"",25 to 44,"",1,1,0.142208266850969,0,0,0,183,26.0241128337272
20200302,S92000003,Male,"",45 to 64,"",0,2,0.275338356422749,0,0,0,195,26.845489751218
20200302,S92000003,Male,"",65 to 74,"",0,0,0,0,0,0,58,20.953832925697
20200302,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,9,6.09203027062152
20200302,S92000003,Male,"",85plus,"",0,0,0,0,0,0,5,11.1375938342281
20200302,S92000003,Male,"",Total,d,1,3,0.112654773577048,0,0,0,603,22.6436094889867
20200302,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,27,9.57589428212713
20200302,S92000003,Total,d,20 to 24,"",0,0,0,0,0,0,89,25.6147540983607
20200302,S92000003,Total,d,25 to 44,"",1,1,0.0702408981844133,0,0,0,346,24.303350771807
20200302,S92000003,Total,d,45 to 64,"",0,2,0.133300985627488,0,0,0,371,24.727332833899
20200302,S92000003,Total,d,65 to 74,"",0,1,0.172920629431091,0,0,0,105,18.1566660902646
20200302,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,20,5.90391961223056
20200302,S92000003,Total,d,85plus,"",0,0,0,0,0,0,12,9.4423505157884
20200302,S92000003,Total,d,Total,d,1,4,0.073215821939121,0,0,0,1159,21.2142844068603
20200303,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,20,14.515262798833
20200303,S92000003,Female,"",20 to 24,"",0,0,0,0,0,0,62,36.1748059980162
20200303,S92000003,Female,"",25 to 44,"",0,0,0,0,0,0,200,27.7593486546432
20200303,S92000003,Female,"",45 to 64,"",0,0,0,0,0,0,208,26.8739058250483
20200303,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,59,19.5687576492284
20200303,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,12,6.28193316023118
20200303,S92000003,Female,"",85plus,"",0,0,0,0,0,0,10,12.1663381755359
20200303,S92000003,Female,"",Total,d,0,1,0.0357104978507637,0,0,0,669,23.8903230621609
20200303,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,19,13.1787032156036
20200303,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,41,23.2867220246953
20200303,S92000003,Male,"",25 to 44,"",2,3,0.426624800552906,0,0,0,215,30.5747773729582
20200303,S92000003,Male,"",45 to 64,"",1,3,0.413007534634124,0,0,0,223,30.7002267411365
20200303,S92000003,Male,"",65 to 74,"",0,0,0,0,0,0,68,24.5665627404723
20200303,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,12,8.12270702749536
20200303,S92000003,Male,"",85plus,"",0,0,0,0,0,0,6,13.3651126010737
20200303,S92000003,Male,"",Total,d,3,6,0.225309547154096,0,0,0,722,27.1122488408763
20200303,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,39,13.8318472964058
20200303,S92000003,Total,d,20 to 24,"",0,0,0,0,0,0,104,29.9318474857248
20200303,S92000003,Total,d,25 to 44,"",2,3,0.21072269455324,0,0,0,416,29.2202136447159
20200303,S92000003,Total,d,45 to 64,"",1,3,0.199951478441232,0,0,0,431,28.7263624027236
20200303,S92000003,Total,d,65 to 74,"",0,1,0.172920629431091,0,0,0,127,21.9609199377486
20200303,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,24,7.08470353467667
20200303,S92000003,Total,d,85plus,"",0,0,0,0,0,0,16,12.5898006877179
20200303,S92000003,Total,d,Total,d,3,7,0.128127688393462,0,0,0,1393,25.4974099902989
20200304,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,23,16.6925522186579
20200304,S92000003,Female,"",20 to 24,"",0,0,0,0,0,0,70,40.8425229009861
20200304,S92000003,Female,"",25 to 44,"",2,2,0.277593486546432,0,0,0,221,30.6740802633807
20200304,S92000003,Female,"",45 to 64,"",1,1,0.129201470312732,0,0,0,230,29.7163381719284
20200304,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,66,21.8904746584588
20200304,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,17,8.8994053103275
20200304,S92000003,Female,"",85plus,"",0,0,0,0,0,0,13,15.8162396281967
20200304,S92000003,Female,"",Total,d,3,4,0.142841991403055,0,0,0,760,27.1399783665804
20200304,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,24,16.6467830091835
20200304,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,50,28.3984414935308
20200304,S92000003,Male,"",25 to 44,"",2,5,0.711041334254843,0,0,0,237,33.7033592436796
20200304,S92000003,Male,"",45 to 64,"",1,4,0.550676712845498,0,0,0,249,34.2796253746322
20200304,S92000003,Male,"",65 to 74,"",0,0,0,0,0,0,77,27.8180195737701
20200304,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,21,14.2147372981169
20200304,S92000003,Male,"",85plus,"",0,0,0,0,0,0,6,13.3651126010737
20200304,S92000003,Male,"",Total,d,3,9,0.337964320731145,0,0,0,826,31.0176143248806
20200304,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,47,16.669149305925
20200304,S92000003,Total,d,20 to 24,"",0,0,0,0,0,0,121,34.8245533247375
20200304,S92000003,Total,d,25 to 44,"",4,7,0.491686287290893,0,0,0,459,32.2405722666457
20200304,S92000003,Total,d,45 to 64,"",2,5,0.333252464068719,0,0,0,479,31.9255860577833
20200304,S92000003,Total,d,65 to 74,"",0,1,0.172920629431091,0,0,0,143,24.727650008646
20200304,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,38,11.2174472632381
20200304,S92000003,Total,d,85plus,"",0,0,0,0,0,0,19,14.950388316665
20200304,S92000003,Total,d,Total,d,6,13,0.237951421302143,0,0,0,1588,29.0666813098311
20200305,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,27,19.5956047784245
20200305,S92000003,Female,"",20 to 24,"",1,1,0.583464612871229,0,0,0,75,43.7598459653422
20200305,S92000003,Female,"",25 to 44,"",0,2,0.277593486546432,0,0,0,244,33.8664053586647
20200305,S92000003,Female,"",45 to 64,"",0,1,0.129201470312732,0,0,0,256,33.0755764000594
20200305,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,75,24.8755393846123
20200305,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,21,10.9933830304046
20200305,S92000003,Female,"",85plus,"",0,0,0,0,0,0,13,15.8162396281967
20200305,S92000003,Female,"",Total,d,1,5,0.178552489253818,0,0,0,855,30.532475662403
20200305,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,26,18.0340149266154
20200305,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,51,28.9664103234015
20200305,S92000003,Male,"",25 to 44,"",0,5,0.711041334254843,0,0,0,266,37.8273989823576
20200305,S92000003,Male,"",45 to 64,"",1,5,0.688345891056873,0,0,0,279,38.4097007209735
20200305,S92000003,Male,"",65 to 74,"",0,0,0,0,0,0,82,29.6243844811578
20200305,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,29,19.6298753164471
20200305,S92000003,Male,"",85plus,"",0,0,0,0,0,0,7,15.5926313679193
20200305,S92000003,Male,"",Total,d,1,10,0.375515911923494,0,0,0,926,34.7727734441155
20200305,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,53,18.7971258130644
20200305,S92000003,Total,d,20 to 24,"",1,1,0.287806225824277,0,0,0,127,36.5513906796832
20200305,S92000003,Total,d,25 to 44,"",0,7,0.491686287290893,0,0,0,511,35.8930989722352
20200305,S92000003,Total,d,45 to 64,"",1,6,0.399902956882463,0,0,0,535,35.658013655353
20200305,S92000003,Total,d,65 to 74,"",0,1,0.172920629431091,0,0,0,157,27.1485388206813
20200305,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,50,14.7597990305764
20200305,S92000003,Total,d,85plus,"",0,0,0,0,0,0,20,15.7372508596473
20200305,S92000003,Total,d,Total,d,2,15,0.274559332271704,0,0,0,1783,32.6359526293632
20200306,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,28,20.3213679183662
20200306,S92000003,Female,"",20 to 24,"",1,2,1.16692922574246,0,0,0,84,49.0110274811833
20200306,S92000003,Female,"",25 to 44,"",1,3,0.416390229819648,0,0,0,267,37.0587304539486
20200306,S92000003,Female,"",45 to 64,"",1,2,0.258402940625464,0,0,0,294,37.9852322719433
20200306,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,83,27.5289302523043
20200306,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,29,15.1813384705587
20200306,S92000003,Female,"",85plus,"",0,0,0,0,0,0,16,19.4661410808575
20200306,S92000003,Female,"",Total,d,3,8,0.285683982806109,0,0,0,973,34.7463144087931
20200306,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,29,20.1148628027634
20200306,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,55,31.2382856428839
20200306,S92000003,Male,"",25 to 44,"",1,6,0.853249601105811,0,0,0,290,41.2403973867809
20200306,S92000003,Male,"",45 to 64,"",1,6,0.826015069268247,0,0,0,308,42.4021068891033
20200306,S92000003,Male,"",65 to 74,"",1,1,0.361272981477534,0,0,0,91,32.8758413144556
20200306,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,38,25.7219055870686
20200306,S92000003,Male,"",85plus,"",0,0,0,0,0,0,10,22.2751876684561
20200306,S92000003,Male,"",Total,d,3,13,0.488170685500542,0,0,0,1032,38.7532421105046
20200306,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,57,20.2157768178239
20200306,S92000003,Total,d,20 to 24,"",1,2,0.575612451648554,0,0,0,140,40.2928716153988
20200306,S92000003,Total,d,25 to 44,"",2,9,0.632168083659719,0,0,0,558,39.1944211869026
20200306,S92000003,Total,d,45 to 64,"",2,8,0.533203942509951,0,0,0,602,40.1235966738738
20200306,S92000003,Total,d,65 to 74,"",1,2,0.345841258862182,0,0,0,174,30.0881895210099
20200306,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,67,19.7781307009724
20200306,S92000003,Total,d,85plus,"",0,0,0,0,0,0,26,20.4584261175415
20200306,S92000003,Total,d,Total,d,6,21,0.384383065180385,0,0,0,2007,36.736038657954
20200307,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,31,22.4986573381911
20200307,S92000003,Female,"",20 to 24,"",0,2,1.16692922574246,0,0,0,89,51.9283505455394
20200307,S92000003,Female,"",25 to 44,"",0,3,0.416390229819648,0,0,0,286,39.6958685761397
20200307,S92000003,Female,"",45 to 64,"",2,4,0.516805881250929,0,0,0,316,40.8276646188234
20200307,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,92,30.5139949784578
20200307,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,29,15.1813384705587
20200307,S92000003,Female,"",85plus,"",0,0,0,0,0,0,19,23.1160425335183
20200307,S92000003,Female,"",Total,d,2,10,0.357104978507637,0,0,0,1046,37.3531807518988
20200307,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,29,20.1148628027634
20200307,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,57,32.3742233026252
20200307,S92000003,Male,"",25 to 44,"",2,8,1.13766613480775,0,0,0,308,43.8001461900983
20200307,S92000003,Male,"",45 to 64,"",1,7,0.963684247479621,0,0,0,328,45.1554904533308
20200307,S92000003,Male,"",65 to 74,"",1,2,0.722545962955068,0,0,0,95,34.3209332403658
20200307,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,43,29.1063668485251
20200307,S92000003,Male,"",85plus,"",0,0,0,0,0,0,12,26.7302252021473
20200307,S92000003,Male,"",Total,d,4,17,0.63837705026994,0,0,0,1097,41.1940955380073
20200307,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,60,21.2797650713936
20200307,S92000003,Total,d,20 to 24,"",0,2,0.575612451648554,0,0,0,147,42.3075151961687
20200307,S92000003,Total,d,25 to 44,"",2,11,0.772649880028546,0,0,0,595,41.7933344197259
20200307,S92000003,Total,d,45 to 64,"",3,11,0.733155420951182,0,0,0,644,42.922917372051
20200307,S92000003,Total,d,65 to 74,"",1,3,0.518761888293273,0,0,0,187,32.336157703614
20200307,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,72,21.25411060403
20200307,S92000003,Total,d,85plus,"",0,0,0,0,0,0,31,24.3927388324534
20200307,S92000003,Total,d,Total,d,6,27,0.494206798089067,0,0,0,2145,39.2619845148537
20200308,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,36,26.1274730378994
20200308,S92000003,Female,"",20 to 24,"",0,2,1.16692922574246,0,0,0,91,53.0952797712819
20200308,S92000003,Female,"",25 to 44,"",0,3,0.416390229819648,0,0,0,301,41.777819725238
20200308,S92000003,Female,"",45 to 64,"",0,4,0.516805881250929,0,0,0,326,42.1196793219507
20200308,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,98,32.5040381292268
20200308,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,34,17.798810620655
20200308,S92000003,Female,"",85plus,"",0,0,0,0,0,0,20,24.3326763510719
20200308,S92000003,Female,"",Total,d,0,10,0.357104978507637,0,0,0,1102,39.3529686315416
20200308,S92000003,Male,"",15 to 19,"",0,0,0,0,0,0,31,21.5020947201953
20200308,S92000003,Male,"",20 to 24,"",0,0,0,0,0,0,61,34.6460986221076
20200308,S92000003,Male,"",25 to 44,"",2,10,1.42208266850969,0,0,0,323,45.9332701928628
20200308,S92000003,Male,"",45 to 64,"",0,7,0.963684247479621,0,0,0,343,47.2205281265015
20200308,S92000003,Male,"",65 to 74,"",1,3,1.0838189444326,0,0,0,100,36.1272981477534
20200308,S92000003,Male,"",75 to 84,"",0,0,0,0,0,0,48,32.4908281099815
20200308,S92000003,Male,"",85plus,"",0,0,0,0,0,0,12,26.7302252021473
20200308,S92000003,Male,"",Total,d,3,20,0.751031823846988,0,0,0,1165,43.747603739087
20200308,S92000003,Total,d,15 to 19,"",0,0,0,0,0,0,67,23.7624043297229
20200308,S92000003,Total,d,20 to 24,"",0,2,0.575612451648554,0,0,0,153,44.0343525511144
20200308,S92000003,Total,d,25 to 44,"",2,13,0.913131676397372,0,0,0,625,43.9005613652583
20200308,S92000003,Total,d,45 to 64,"",0,11,0.733155420951182,0,0,0,669,44.5891796923946
20200308,S92000003,Total,d,65 to 74,"",1,4,0.691682517724365,0,0,0,198,34.238284627356
20200308,S92000003,Total,d,75 to 84,"",0,0,0,0,0,0,82,24.2060704101453
20200308,S92000003,Total,d,85plus,"",0,0,0,0,0,0,32,25.1796013754357
20200308,S92000003,Total,d,Total,d,3,30,0.549118664543408,0,0,0,2269,41.5316749949664
20200309,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,41,29.7562887376076
20200309,S92000003,Female,"",20 to 24,"",0,2,1.16692922574246,0,0,0,98,57.1795320613805
20200309,S92000003,Female,"",25 to 44,"",1,4,0.555186973092863,0,0,0,350,48.5788601456255
20200309,S92000003,Female,"",45 to 64,"",2,6,0.775208821876393,0,0,0,369,47.6753425453982
20200309,S92000003,Female,"",65 to 74,"",0,1,0.331673858461498,0,0,0,108,35.8207767138417
20200309,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,44,23.0337549208476
20200309,S92000003,Female,"",85plus,"",0,0,0,0,0,0,28,34.0657468915006
20200309,S92000003,Female,"",Total,d,3,13,0.464236472059928,0,0,0,1275,45.5308847597237
20200309,S92000003,Male,"",15 to 19,"",1,1,0.693615958715978,0,0,0,38,26.3574064312072
20200309,S92000003,Male,"",20 to 24,"",1,1,0.567968829870617,0,0,0,70,39.7578180909432
20200309,S92000003,Male,"",25 to 44,"",5,15,2.13312400276453,0,0,0,345,49.0618520635842
20200309,S92000003,Male,"",45 to 64,"",4,11,1.51436096032512,0,0,0,385,53.0026336113792
20200309,S92000003,Male,"",65 to 74,"",1,4,1.44509192591014,0,0,0,108,39.0174819995737
20200309,S92000003,Male,"",75 to 84,"",1,1,0.67689225229128,0,0,0,60,40.6135351374768
20200309,S92000003,Male,"",85plus,"",0,0,0,0,0,0,17,37.8678190363754
20200309,S92000003,Male,"",Total,d,13,33,1.23920250934753,0,0,0,1309,49.1550328707853
20200309,S92000003,Total,d,15 to 19,"",1,1,0.354662751189894,0,0,0,79,28.0183573440016
20200309,S92000003,Total,d,20 to 24,"",1,3,0.863418677472831,0,0,0,169,48.6392521643028
20200309,S92000003,Total,d,25 to 44,"",6,19,1.33457706550385,0,0,0,696,48.8876651363516
20200309,S92000003,Total,d,45 to 64,"",6,17,1.13305837783365,0,0,0,754,50.2544715815629
20200309,S92000003,Total,d,65 to 74,"",1,5,0.864603147155456,0,0,0,216,37.3508559571157
20200309,S92000003,Total,d,75 to 84,"",1,1,0.295195980611528,0,0,0,104,30.7003819835989
20200309,S92000003,Total,d,85plus,"",0,0,0,0,0,0,45,35.4088144342065
20200309,S92000003,Total,d,Total,d,16,46,0.841981952299892,0,0,0,2586,47.3340288836418
20200310,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,45,32.6593412973742
20200310,S92000003,Female,"",20 to 24,"",0,2,1.16692922574246,0,0,0,108,63.0141781900928
20200310,S92000003,Female,"",25 to 44,"",2,6,0.832780459639295,0,0,0,406,56.3514777689256
20200310,S92000003,Female,"",45 to 64,"",7,13,1.67961911406552,0,0,0,431,55.6858337047876
20200310,S92000003,Female,"",65 to 74,"",1,2,0.663347716922995,0,0,0,127,42.1225800246102
20200310,S92000003,Female,"",75 to 84,"",0,0,0,0,0,0,61,31.9331602311751
20200310,S92000003,Female,"",85plus,"",0,0,0,0,0,0,37,45.0154512494829
20200310,S92000003,Female,"",Total,d,10,23,0.821341450567565,0,0,0,1488,53.1372208019364
20200310,S92000003,Male,"",15 to 19,"",0,1,0.693615958715978,0,0,0,41,28.4382543073551
20200310,S92000003,Male,"",20 to 24,"",0,1,0.567968829870617,0,0,0,80,45.4375063896493
20200310,S92000003,Male,"",25 to 44,"",7,22,3.12858187072131,0,0,0,387,55.0345992713248
20200310,S92000003,Male,"",45 to 64,"",4,15,2.06503767317062,0,0,0,440,60.5744384130048
20200310,S92000003,Male,"",65 to 74,"",0,4,1.44509192591014,0,0,0,128,46.2429416291244
20200310,S92000003,Male,"",75 to 84,"",0,1,0.67689225229128,0,0,0,71,48.0593499126809
20200310,S92000003,Male,"",85plus,"",0,0,0,0,0,0,19,42.3228565700666
20200310,S92000003,Male,"",Total,d,11,44,1.65227001246337,0,0,0,1499,56.2898351973317
20200310,S92000003,Total,d,15 to 19,"",0,1,0.354662751189894,0,0,0,86,30.5009966023308
20200310,S92000003,Total,d,20 to 24,"",0,3,0.863418677472831,0,0,0,189,54.3953766807884
20200310,S92000003,Total,d,25 to 44,"",9,28,1.96674514916357,0,0,0,794,55.7712731584241
20200310,S92000003,Total,d,45 to 64,"",11,28,1.86621379878483,0,0,0,871,58.0525792407709
20200310,S92000003,Total,d,65 to 74,"",1,6,1.03752377658655,0,0,0,255,44.0947605049282
20200310,S92000003,Total,d,75 to 84,"",0,1,0.295195980611528,0,0,0,132,38.9658694407217
20200310,S92000003,Total,d,85plus,"",0,0,0,0,0,0,56,44.0643024070125
20200310,S92000003,Total,d,Total,d,21,67,1.22636501748028,0,0,0,2989,54.7105229440082
20200311,S92000003,Female,"",15 to 19,"",0,0,0,0,0,0,51,37.0139201370241
20200311,S92000003,Female,"",20 to 24,"",1,3,1.75039383861369,0,0,0,118,68.8488243188051
20200311,S92000003,Female,"",25 to 44,"",4,10,1.38796743273216,0,0,0,463,64.2628921354989
20200311,S92000003,Female,"",45 to 64,"",4,17,2.19642499531645,0,0,0,496,64.0839292751152
20200311,S92000003,Female,"",65 to 74,"",0,2,0.663347716922995,0,0,0,160,53.0678173538396
20200311,S92000003,Female,"",75 to 84,"",1,1,0.523494430019265,0,0,0,81,42.4030488315604
20200311,S92000003,Female,"",85plus,"",0,0,0,0,0,0,53,64.4815923303404
20200311,S92000003,Female,"",Total,d,10,33,1.1784464290752,0,0,0,1742,62.2076872560303
20200311,S92000003,Male,"",15 to 19,"",0,1,0.693615958715978,0,0,0,45,31.212718142219
